timestamp,ACLineStatus,BatteryFlag,BatteryLifePercent,SystemStatusFlag,BatteryLifeTime,BatteryFullLifeTime
1611164195,1,10,11,0,4294967295,4294967295
1611164200,1,10,11,0,4294967295,4294967295
1611164205,1,10,11,0,4294967295,4294967295
1611164210,1,10,11,0,4294967295,4294967295
1611164215,1,10,11,0,4294967295,4294967295
1611164220,1,10,11,0,4294967295,4294967295
1611164225,1,10,11,0,4294967295,4294967295
1611164230,1,10,11,0,4294967295,4294967295
1611164235,1,10,11,0,4294967295,4294967295
1611164240,1,10,11,0,4294967295,4294967295
1611164245,1,10,11,0,4294967295,4294967295
1611164250,1,10,11,0,4294967295,4294967295
1611164255,1,10,11,0,4294967295,4294967295
1611164260,1,10,11,0,4294967295,4294967295
1611164265,1,10,11,0,4294967295,4294967295
1611164270,1,10,11,0,4294967295,4294967295
1611164275,1,10,11,0,4294967295,4294967295
1611164280,1,10,14,0,4294967295,4294967295
1611164285,1,10,14,0,4294967295,4294967295
1611164290,1,10,14,0,4294967295,4294967295
1611164295,1,10,14,0,4294967295,4294967295
1611164300,1,10,14,0,4294967295,4294967295
1611164305,1,10,14,0,4294967295,4294967295
1611164310,1,10,14,0,4294967295,4294967295
1611164315,1,10,14,0,4294967295,4294967295
1611164320,1,10,14,0,4294967295,4294967295
1611164325,1,10,14,0,4294967295,4294967295
1611164330,1,10,14,0,4294967295,4294967295
1611164335,1,10,14,0,4294967295,4294967295
1611164340,1,10,14,0,4294967295,4294967295
1611164345,1,10,14,0,4294967295,4294967295
1611164350,1,10,14,0,4294967295,4294967295
1611164355,1,10,14,0,4294967295,4294967295
1611164360,1,10,14,0,4294967295,4294967295
1611164365,1,10,14,0,4294967295,4294967295
1611164370,1,10,14,0,4294967295,4294967295
1611164375,1,10,14,0,4294967295,4294967295
1611164380,1,10,14,0,4294967295,4294967295
1611164385,1,10,14,0,4294967295,4294967295
1611164390,1,10,14,0,4294967295,4294967295
1611164395,1,10,14,0,4294967295,4294967295
1611164400,1,10,14,0,4294967295,4294967295
